node,betweenness_centrality,clustering_coefficient,in_degree,freq_in_long,out_degree,freq_out_long,freq_out_short,max_out_amount,in_degree_centrality,active_days
0xcd0119d3d1cab729a915578e9aa4000c6283877c,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.0334595152235109,-0.20765097097445206,-0.21625857719111996
0x4e3a0c048bbe3a626d68e3e524d217741988f465,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0xe276c66af8853cdd91c1a25608b4e8b599f4da0e,0.8326931467442208,-0.2765009016346269,-0.00738441595004972,0.23624073424699749,-0.067644995757519,-0.0619352374276871,-0.03306194754769833,-0.0056414902000513755,1.5461320325077246,0.0037197934019383354
0x6e6e75fccd4311e966a4d4a37052640de5f380da,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.05014980019343165,-0.03756477844052303,-0.03306194754769833,-0.031618435261935154,-0.20765097097445206,-0.10626939189459081
0xa77f139965417281966325f2ffa8c239d5bdd67a,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.2022026894926134,-0.21625857719111996
0x7b1fbd2e38dd4fd958bb773ffc456887a01f8585,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x4b4e4d18f6945d2c1c6f4eae3e75302c94eeeff3,0.6655716913517677,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.024262940387594672,-0.20402419179147738,-0.21625857719111996
0xd4fadf5352430026fbb2ee6f61c1477b7c14ea8a,-0.16466851162702148,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.067644995757519,-0.0619352374276871,-0.03306194754769833,-0.03401761316771549,-0.1829766369715579,-0.21625857719111996
0x0621d666c2be3692c1ca78eb0b8f93811154582e,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x5452a5d5dfa52b2555d86771535039cc269dc730,-0.17549202987569018,0.5388078718468478,-0.02272754106855474,0.03159319554058913,-0.032654604629344296,-0.013198705785070139,-0.11511368617215656,-0.03403809849286941,-0.20239154268072576,-0.10626939189459081
0x2eaa87226e56254e355eeb320e657786a2b40599,-0.0571128347062064,-0.22371111085711404,0.4529093376051009,6.375912482309169,2.6791007078041953,3.7639197803372895,12.848802558684731,1.96167918906766,-0.17776295902762781,0.0037197934019383354
0x54bfe14243c68f73f8825e963dce130f7a8cb720,-0.17549202987569018,-0.2765009016346269,-0.02272754106855474,0.03159319554058913,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.2038770990970744,-0.21625857719111996
0x72fa582e2f8eeb8c27905047616166ad0b4b9178,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03278466771917402,-0.11869101173811085,-0.21625857719111996
0x3545abf22e4e1b03d124dd3558992c939ae42d54,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.067644995757519,-0.0619352374276871,-0.03306194754769833,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0xadfde3eff07fee752b87f9e224fc08b39f874c35,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.067644995757519,-0.0619352374276871,-0.03306194754769833,-0.024304560863471724,-0.20765097097445206,-0.21625857719111996
0xac8ac45564654f422e8ba060b266180c1b5d15a8,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,1.192298561193249,-0.21625857719111996
0xaa9eda3d09e0f219b2b858981e5dc0592ab73ed4,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0xd42d484a02a9751cbec41b50da79477274da0e2a,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,0.019830982062917755,0.059908284844710884,0.3771868995628781,-0.03403978755258864,-0.20765097097445206,0.0037197934019383354
0x238805f76cbcb9d0c806d4e5b25aea2ab851590f,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0xf664a16acf781d6d8093b9e329febba44291d60e,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.067644995757519,-0.0619352374276871,-0.03306194754769833,-0.03403978755258864,-0.20765097097445206,-0.10626939189459081
0x790f0e97b5428c569cdfb4c4830060c9d857c600,3.136153873002805,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.0316303219588642,2.008935655295872,-0.21625857719111996
0x0dd5963251139c9c09b521c8effc7893d7a5b836,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.2022026894926134,-0.21625857719111996
0x97c66b0e947b5d2814dbf76480a2501243592a48,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,0.08981176431926716,0.15738134812994478,0.13103660669536077,-0.033236632354680495,-0.20765097097445206,0.22369816399499665
0x036de0419d3cda345d79f9456d148e188d5eb3d5,-0.14698825279692865,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03309060413687902,0.16178017773566952,-0.21625857719111996
0x924d8745d08dcc7d641acac03afddc0373070c1e,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.032654604629344296,-0.013198705785070139,0.13103660669536077,-0.03403978755258864,-0.20765097097445206,-0.10626939189459081
0x55b577752e53d1c7584c59462d6fbcf02eefd700,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.2028384065624564,-0.21625857719111996
0x2e6ad33ce119341acd2b569b7c686be2f66e0e09,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.067644995757519,-0.0619352374276871,-0.03306194754769833,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x66e53d5d6ebfba09462d8f1de5c2951d1a9329c5,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x00e1be4da5ef163fda6cc73425917bbd42145dc6,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.028958419319714192,-0.20765097097445206,-0.21625857719111996
0x18b7a24c0ed9bf05e968d8b2cafc1f6c561ab82b,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20477641265905733,-0.21625857719111996
0xd30564145a61a158f9d125a9c82210f0a091e764,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.2030727441099592,-0.21625857719111996
0x6dda7061ae9e6c3cf900c33736df514d28907754,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,0.05482137319109246,0.10864481648732785,0.04898732957383122,-0.03403978755258864,-0.20765097097445206,0.443676534588055
0xf6a141b2f956301d0570a9a07fbe0be1c7a9c45f,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,6.442109173826926,-0.21625857719111996
0x7b59a3f7522d462d8b86ba22f889b5dc03069def,-0.1753754599430174,1.1910548612809122,-0.027841916108056412,-0.036630836923877766,0.019830982062917755,0.059908284844710884,-0.03306194754769833,-0.034019905810734975,-0.20232424710806038,0.0037197934019383354
0xad8c9d56b32da7fe4e88734fd3c990d55ec0f8ff,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x999fe25e46e675d8e3d436d7accdbad186a92058,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.05014980019343165,-0.03756477844052303,0.04898732957383122,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x1c64df7224d4575d724c0d03be84ea7e98c3b84d,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,1.001396448985074,-0.21625857719111996
0x4b7133a84b7ae2239874e8d43cd040534f79a8c2,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.032654604629344296,-0.013198705785070139,0.13103660669536077,-0.03403978755258864,-0.20765097097445206,0.0037197934019383354
